sequence,label
49 4 249 2420 1 7 390 299 3 2 4078 7 4 4906 3 210 28 64 768 70 145 6 2 1683 5 2 169 2 386 7 504 469 3 22 1313 7 3241 509 2 8042 19 9 149 511 79 9 109 278 290 397,1
10 69 56 306 49 10 14 164 6 65 52 10 801 6 633 11 20 3 6 55 828 30 41 34 525 73 92 191 20 12 7 703 29 5 2 113 5 2 169 20 7 5 256 469 386 3 11 7 34 310,1
11 14 2 53 89 18 10 120 212 8 55 122 145 8 40 10 14 151 172 31 2 60 3 212 9 31 4 6031 1686 10 114 22 4280 12 11 57 27 4 352 31 2 60 10 405 6 1665 43 1944 224 80,1
637 6 877 84 782 3 107 539 33 325 12 35 395 260 86 84 9 14 10 152 139 3 65 11 20 31 2 460 100 147 9 21 269 10 26 6 131 10 2628 12 146 141 22 597 9 7 512 19 10 57,1
11 18 1492 12 23 175 1652 4 18 33 2 1179 6905 21 2 269 1023 9 81 271 6 119 12 23 140 794 51 43 4 18 154 23 746 9 40 75 9 17 287 31 1235 2 435 5 11 18 155 276 655 2436,0
47 83 424 2 1 3 381 1616 9 2704 1384 46 8 2 754 3852 6 1918 1 649 1223 6 27 12 1432 44 23 68 2734 4 1 3111 36 532 28 1151 485 3 45 4 1 12 160 3440 74 131 194 334 5 2,1
4964 1402 6739 8 2 2085 915 507 5 1 521 474 32 2 1 125 63 1402 743 1 5461 3 1 6 75 95 6 1 181 2 507 7 4823 1 3239 3 52 4 3551 6305 3394 6 551 235 1 185 33 2 1 2508,0
10 69 2 158 585 5 312 11 21 813 1158 773 701 151 589 10 208 946 9 282 15 944 223 15 47 77 1158 1 94 5 2 60 2 115 1 189 34 8305 12 354 145 6 765 16 1142 1 901 5 90 146,0
1 9134 836 7 38 1246 740 3 1246 5422 9 207 322 2650 6 2 272 19 123 9 26 6 27 56 22 31 32 304 1 7 1 15 836 1 25 4315 37 9928 6 2633 14 38 73 5422 255 9 51 802 71 8518,1
11 710 7 8 3428 6 2 1 1451 86 1 2233 2 18 3937 13 212 11 18 234 329 3 253 9 3923 12 7450 7279 39 55 1004 9283 36 354 142 8136 863 31 2 473 5 2 234 1146 57 798 531 6 32 1361,1
2 285 7 4524 4032 873 16 2 6801 7606 369 2 308 65 2 961 5207 142 25 497 2 20 1077 2 285 16 85 1 803 56 762 21 2 569 865 12 9 395 27 1 146 1360 8 4 2743 5 940 110 148 2,1
2 210 272 5 11 14 286 8 2 169 19 12 466 82 17 2 243 215 79 87 83 105 17 2 169 416 3309 2 6118 1110 776 2 130 14 4 169 1110 4197 6 161 39 4 169 1110 38 2 2719 68 285 31,0
8747 7 53 72 4 902 492 425 5 20 32 2 396 3 110 3442 12 3688 747 9 265 46 5 2 201 1 5 4 538 2525 268 3 33 1 2 122 5 30 274 110 1 577 1 13 11 7 2 89 7886 5,1
1967 5 565 2312 1967 5 2327 7 4 1 1157 3810 2859 37 1004 173 2269 6625 6171 319 3 487 656 3473 3637 940 1012 994 3662 7107 6270 1562 3 4 828 153 442 2315 279 286 11 29 957 62 2 96 500 4785 214 3,1
10 1129 534 4 85 7780 5 599 6615 496 17 28 1504 2 726 16 390 967 1443 1298 16 761 1 251 106 87 5 25 496 10 1 199 10 99 6208 6615 362 1639 10 14 357 342 1 7 137 10 99 26 109 3939,1
10 26 6 946 12 257 141 4 328 5 2143 10 14 109 64 1049 16 11 285 3 49 10 64 175 131 7 695 11 7 4 327 1270 40 695 2 285 7 41 4 84 1113 17 20 48 24 47 320 1240 5 936,0
1 1110 8927 776 1 1879 962 25 1 3 1838 17 2 4822 2155 1825 17 811 25 338 15 73 15 4 1721 1 5 1807 61 1188 1721 1190 6 2 3038 571 6 692 2 915 548 1 16 1 543 3 5386 207 54 8,0
30 264 6 334 631 17 11 18 229 9 1232 629 6170 13 19 2 1075 9 5277 186 963 3 6621 24 514 61 2967 171 135 74 105 94 3 23 232 27 597 73 4667 1 149 39 9 9 175 27 12 50 19 317,1
10 41 1 837 1436 6032 17 2 3203 60 9 7 38 72 124 71 6032 3535 10 175 850 6 75 2 269 3 65 49 14 1906 46 5 2 215 11 7 85 6 65 2 1 155 807 43 9524 142 2 1402 1783 64,1
10 41 1751 147 1 635 3 535 873 33 597 12 10 253 11 269 21 2 7667 5 2577 132 1 189 266 17 137 162 3 50 6 105 2 430 5 4375 1 1014 55 1 13 100 1 127 4375 1 10 1476 58 2,1
4 372 18 12 7 2319 21 206 165 687 4 348 3 5464 906 1091 16 7714 102 247 33 2959 148 17 4 173 1800 2 87 1 1596 5 25 4024 2 213 150 4679 9 298 39 4 1359 18 37 2 411 3835 185 6,0
100 5366 33 2 18 1141 6 159 137 6 105 74 5276 21 11 9 561 2375 37 2 2439 31 225 38 74 486 9 4 350 3 1910 2 1 2 89 224 24 209 30 155 722 452 850 4907 101 1 13 1198 8 48,0
93 56 1457 9943 1 7 703 2 87 1576 1148 120 3 48 78 109 27 29 51 1576 59 7 1969 1401 12 1144 9 290 51 71 4 299 252 6 93 4 50 20 11 7 4 85 20 9 22 62 45 2 352 2405,1
2 7508 5 2 1273 7 22 2 246 18 195 120 106 19 9 7 178 237 185 21 2 1052 52 34 6534 7 1390 6 1 6 1780 2 2983 6 255 1273 100 190 311 10 29 5 2 1057 1063 6 334 2 1758 17,0
2 475 454 1828 412 1 2086 36 114 739 96 8 29 5 61 14 1 16 5632 25 5435 14 1927 7951 1 36 81 114 739 96 12 329 291 5 61 35 92 295 2086 7 8193 1828 3 28 3 25 1 24 1259 16,1
219 29 360 12 160 9 267 6 816 17 2381 456 297 324 11 7 41 4 53 84 191 499 2 640 102 24 761 191 94 4950 35 24 1552 653 3 939 23 24 1133 52 35 24 506 125 201 421 2 584 640 110,0
2 1444 730 5 1233 1 599 1 3 1610 1 69 63 5086 8 1 1686 8 9441 1 10 260 9 14 35 69 4 516 471 1 8386 1 137 706 35 262 4 718 5 63 286 1240 1480 3739 1 8386 18 61 14 201,1
793 1 7 4 193 22 53 320 1 36 45 780 880 303 6 321 44 28 290 2 2972 25 3292 1382 17 90 68 28 159 2847 17 2 234 1749 5 25 122 73 529 1223 27 124 125 44 28 1 2 591 5 2,0
10 39 11 18 1065 9 45 4 50 1459 5 1 17 463 2 98 1 334 6 472 32 239 5 582 179 8212 47 3136 3 144 1095 8 47 524 2 1192 7 53 50 3 4 167 5 3422 43 2179 15 2 1 418,1
15 72 15 10 707 6 3069 16 2 210 3384 10 253 6911 3 2 1 177 50 3 4 620 1639 741 898 1003 31 1 3743 482 1 13 17 287 22 1049 16 2 821 731 215 2 119 57 27 264 6 867 19 17,1
320 2333 3 158 19 22 1 9 123 4 50 294 5 771 2 509 2 133 190 5 773 3992 3 2 459 5 2 148 2 291 5482 24 85 186 21 3 1 10 57 2111 2 18 496 1681 697 5 1664 901 628 44,1
11 18 7 4 112 593 8 2 2 435 17 43 2 89 224 40 38 19 278 9 3423 8 23 175 473 9 125 2199 2181 3 2245 1 285 2 113 524 3 24 85 31 63 111 294 23 57 109 27 468 6 470,1
10 280 43 34 537 5 11 18 436 55 78 3 395 1410 9 446 1050 9 15 4 2 493 14 84 2 115 717 3 29 174 76 223 237 101 104 217 2 87 653 170 5 11 18 14 2 111 223 33 7548 1755,0
1 175 260 41 86 84 989 4580 2312 1098 5747 64 7 446 549 2 1 326 2 782 19 69 6 93 55 339 58 17 534 73 369 70 370 4337 9 2968 2 246 111 5 97 20 120 92 3637 12 208 26 76 223,0
141 2959 6 27 493 11 710 10 131 12 79 143 5 23 877 9 78 118 12 10 1733 142 2 213 150 3 12 7 2170 6 946 54 6 4058 19 10 41 69 6 3135 143 36 326 2 503 759 21 878 154 35,0
10 109 549 5 11 20 52 9 89 354 46 9 208 26 8625 1149 2778 10 212 9 21 1977 132 1147 8 1336 38 10 987 69 194 1647 6 105 9 369 618 473 2 1241 124 1113 71 2 416 1241 740 21 1411 11,0
405 6 65 2 18 1 11 2885 1910 49 10 1 13 3789 6 1041 677 3 479 8 825 3154 331 67 22 909 120 11 14 665 2896 1149 31 2 371 5 2 20 3 1 165 739 224 40 38 8652 38 9 7 2402,0
72 43 117 122 68 27 1756 37 147 2 1418 31 2 1913 189 2 1 13 1 1 69 156 1939 5004 1178 6 25 1054 16 11 1230 20 16 1 396 7230 5 25 7671 1 1 1 3 375 353 37 4 180 5 1,1
10 390 39 11 20 4 167 9 7 22 53 420 19 30 4 4413 5 1099 3 1401 1075 219 56 733 62 47 961 926 3 5260 44 23 24 80 137 322 273 3 210 3 358 2 3776 3 1 23 232 39 11 163,1
9870 351 807 6 4 3547 21 4 2395 100 2 1872 5 63 573 4250 12 48 196 27 2902 2383 2 277 1 4393 5 501 1 36 2342 1491 2365 1 1 691 1 1 2 498 321 5 63 573 637 6 1204 2 1305 1,0
760 8600 459 16 25 3673 3 1 437 48 24 104 628 43 42 1 1 3 87 5 95 649 158 153 48 67 4 168 158 382 1 8 138 3 48 136 15 2 2745 615 142 2 1237 129 3 2 172 1418 347 31,0
11 18 7 22 121 761 191 18 9 45 47 2598 476 3 321 133 61 68 27 425 5 2970 10 1215 427 2 18 79 5 30 5255 476 30 1 22 4 1449 662 18 61 7 50 44 23 88 184 6 27 1640 3,1
1835 471 2 1 2 1 1 7 4 822 4032 812 43 4 8021 758 903 1 3573 1 36 1151 3552 183 1934 6 6969 6267 16 485 28 1 80 4 6183 36 4633 90 4 307 1 1 11 1 2265 1 1342 3066 7 1483,0
30 4 1560 1105 463 5 4 169 5671 9 45 2 1 3 2225 183 657 73 22 38 183 1611 21 275 940 44 2412 453 33 1493 6966 4 8344 1303 1 676 570 5 4730 1 3 52 2336 1 5555 33 1 1 584 721,1
493 43 137 38 375 7 322 264 155 30 206 1128 6 1672 2 1 5 11 18 11 7 4 2953 66 43 389 3 6391 3 30 206 1397 12 74 26 22 6 744 16 8207 133 5 389 528 11 20 14 92 17 83,1
219 697 5 1 19 22 4 213 167 5 288 8 2 1498 1 902 795 61 1 21 2 1 2028 6 56 932 50 172 1875 1 510 11 29 8 61 933 1057 5 2 166 238 32 247 822 33 1463 1 24 1 33,0
1 10 117 23 10 99 22 26 211 6 4 124 1299 71 23 114 43 11 18 3 30 279 55 238 45 22 106 11 18 248 19 10 118 95 101 73 35 78 707 9 19 11 60 10 280 9 618 3 10 253,1
44 317 266 6 27 361 3672 40 5656 40 186 432 233 26 6 161 3125 1 64 207 54 53 199 4398 643 1 2 626 682 1641 31 2 130 5 2 337 418 10 434 4 112 2959 12 10 155 1733 142 2 1986 9752,0
10 39 1 38 151 100 251 89 106 340 2176 4698 3 520 9 14 1 84 10 486 9 4 337 105 1339 10 57 159 47 1678 490 61 10 1019 2 89 60 7900 13 10 1 13 2 493 7 1 3 257 31 89,0
2 1267 1 5 32 18 7419 2 3571 50 221 2924 2491 3763 84 221 1 2 1 153 2 307 281 292 373 33 1603 1570 17 35 67 399 3282 19 2 2993 5 2 66 7 2 912 200 1 2924 2491 4080 1 3763 1,1
11 119 45 76 55 1021 37 613 17 2 501 713 151 10 78 1016 699 9 257 4983 45 1091 2 2798 4 383 1 13 2 234 120 418 5 1 686 1 1246 223 577 1064 137 12 434 546 6 613 15 153 28 14,1
55 1001 844 14 1534 8 3881 5 3 45 6362 1 8 42 151 5 122 59 45 106 157 19 2 3966 5 250 333 3 42 394 61 7 81 8025 16 77 5721 332 10 26 76 2 3715 5 3743 628 79 55 844 7,1
2855 5222 14 310 8 11 20 11 228 7 2 545 5 228 23 88 1693 65 2855 285 42 761 228 7 15 4 252 266 17 117 2 756 7 81 5580 13 52 3060 7 1 8 42 2763 580 59 1053 6 981 59 1053,1
1852 7978 7 310 8 11 15 11 2549 512 1885 20 64 123 22 75 2 2063 15 47 5 25 77 96 19 7 53 1677 54 635 8748 2441 1492 8 11 29 12 59 68 1002 42 202 16 77 1 12 880 16 1885 305,1
11 18 14 498 10 280 9 291 217 3 22 54 2 213 150 30 41 1128 6 105 2 66 360 1621 30 2215 3 1202 2030 10 88 924 1203 17 231 38 44 23 184 6 118 135 30 38 2030 65 9 17 638 2,0
10 495 2 2917 5 11 20 3 86 2 102 69 6 744 16 2 613 5 251 4 963 1804 8 63 6724 2 6738 276 41 1251 3 2 497 67 261 1 30 54 4 112 662 31 217 3 140 26 462 1034 5588 197,1
219 4 167 5 50 12 68 27 293 17 11 1011 2 4647 24 972 1 8415 3 378 5 1805 223 547 1 1306 2 817 7 58 6 2 626 1176 1570 5 2 60 61 24 1 1937 71 143 5 2 1000 268 187 10,0
1 7 81 2 403 5 4 1 9430 1 663 3 2687 6685 162 18 153 286 635 45 4 4460 1427 3 4643 9 1421 2 1122 5 3355 1512 353 792 40 1496 449 1 5 6685 1 774 1084 220 9924 33 104 575 11 2092,1
1203 1788 316 437 7 2 66 5 5118 7223 1 4 6824 1 252 36 1 1 6 42 1 437 1774 1 12 441 164 6 3300 1491 11 7 4 1370 865 12 7 9126 5 32 1 3 2366 2 512 4083 488 46 6 27,0
2 62 50 150 43 11 18 14 2 314 5 7254 7974 2163 8 42 112 680 627 7402 9975 3 2956 6 374 4 2599 77 1 367 37 1 42 1 112 1 399 132 59 1 3 1 1 42 1 3169 143 5 7480 8697,0
44 9 7 289 12 1 7 4 1 9936 61 1232 2 213 8 2 6590 2671 5 30 1 91 2 1226 3158 5 4226 1 45 30 613 2346 1 4148 42 3655 1461 16 4 239 5 8946 1 132 7018 17 2 166 17 856,1
4 949 16 4 4169 1504 4 351 16 2 1388 6 27 1 962 19 2 2077 7 2 122 5 287 1932 109 1711 11 7 4 53 2059 20 6 105 793 1395 36 1064 3 510 9 801 6 93 4 20 197 97 6588 23,0
22 72 6 131 77 71 9 7 313 4 965 11 20 1232 4 8924 5 3422 12 32 140 182 6 518 261 367 82 22 1 121 1439 1538 3034 95 174 135 23 424 90 8 2 89 277 143 36 1348 17 321 78 421,1
10 69 4 264 60 1189 142 11 165 694 1032 3 473 7 717 317 1189 48 41 1027 17 9 1027 17 9 3 417 48 9 7 41 15 23 8126 31 2 53 435 5 2 18 40 224 46 3629 1 13 13 1297 493,0
2 1 462 31 225 11 18 315 439 3 510 33 12 7671 673 110 301 6087 1 7 34 1 9 709 4 1614 66 16 85 4643 3 1427 2 7270 7 9812 2 1 5 1614 2341 7 1076 3 1 895 8886 3 416 6,1
4 249 1104 19 822 2266 533 17 2 994 50 1289 281 219 64 22 72 6 9 48 24 594 671 17 463 100 634 49 181 6 27 2130 3 2130 6 75 37 1624 6 1210 3338 2 274 110 181 6 139 37 1210 3338,0
11 1 526 3 4399 1 24 55 1819 9040 4227 96 2 1624 2752 7 1 8 11 5142 71 28 14 8 1 19 235 56 346 1 15 173 40 301 28 7 8 192 31 2 399 5 25 784 3 1494 4 6089 1696 1,1
10 645 35 57 41 93 4 307 2708 8 2 408 2141 5446 17 94 39 11 2 2708 57 326 94 17 2903 1001 331 36 39 6 105 183 485 107 6220 3 1578 8243 1715 10 470 1 1 100 1 3203 146 11 7 6855,0
49 2 2153 14 11 10 41 280 1851 567 601 11 18 7 1 84 3 682 8 4 1099 6751 37 218 3 1217 454 2188 7 146 1026 504 1 39 2036 16 1449 376 1889 587 452 3 63 497 8032 1 8 34 1 98,0
7923 2 115 3 358 2213 5924 398 4 1 268 3 428 77 4211 29 4 3909 16 4 5664 1927 7893 138 74 65 5924 398 49 24 1893 887 4211 8 4 1 784 71 8 25 96 16 5683 3363 3 154 28 1756 86 6,1
10 103 11 7 4 85 352 775 20 17 2 238 2 9179 49 4 1508 2 3335 1546 16 2 1 2 1543 1387 1 1 40 874 35 24 3 2 6225 331 179 2 1103 1 16 95 2 912 5 2 331 8 4318 3056,1
47 5 2 411 1 4023 6 410 2083 169 2 1 7 4 352 32 203 19 22 8 2 98 9 14 1391 3245 8 66 3 111 635 9 181 2943 560 2 1012 5 8363 6303 15 1 4 6059 5646 787 8275 1071 2504 58,0
146 11 7 51 39 1 5 2 113 94 10 26 120 1 9 92 53 73 21 32 1 18 14 262 185 3863 17 22 107 101 4124 1 1 24 3260 5 1221 94 46 48 12 67 6221 17 22 107 101 4124 1766 3,1
10 1477 11 20 41 6 65 8407 1 153 100 877 2 949 10 199 9 2561 39 4 50 1 2 89 422 14 12 48 64 282 4 1 155 48 14 4 66 19 9 92 390 56 288 2 337 422 14 48 14 56,0
2 89 1 224 892 46 15 838 2 246 8 700 673 20 1 998 1 45 1781 1 210 16 136 1 12 28 181 6 26 322 3566 2 708 5 4 1226 308 2415 2 490 5 2 453 3 785 1 8152 100 2 89,0
195 106 428 887 3 20 4678 5 2324 8 5975 3 11 29 45 6 182 2 4204 15 2 1416 246 55 238 1154 2 269 1 3 395 54 93 9 142 2 89 336 10 305 405 145 3 894 534 6 105 2 213 150,0
37 2 371 5 11 18 23 530 410 2029 12 2 403 5 2 20 45 157 6 82 16 2 18 397 37 147 4 1250 252 107 4342 33 83 8 53 682 5525 6 7221 615 2122 8 2 246 4044 195 120 106 3 32,0
10 222 2256 2 66 7 475 3 2 119 7 550 1 19 10 117 9 10 222 21 917 3946 3 10 370 23 12 10 222 101 3834 6 2 102 146 17 231 84 6 557 6 95 57 623 4390 55 1970 17 2 119,1
1 2 2259 243 215 45 38 237 7859 809 1821 1686 94 3 4 902 29 7 540 250 98 11 1 13 2 89 29 61 14 598 8 2 1429 14 4 249 1217 1911 2 274 102 5 1 8 34 1138 1217 187 29 208,1
11 7 4 469 1404 1107 311 2112 20 7336 16 4 1 9 196 26 47 1 4929 15 4 1 5 169 171 520 19 48 7 112 324 6 1 8 2 1 756 1552 111 3 8879 416 48 24 47 209 6083 5 1 5760,0
1 2 289 66 5 5118 578 7 4 4600 327 4440 969 5 63 1 1 1 4245 352 5118 578 141 22 245 116 2 2047 1485 19 2 1012 8 11 315 5 2 108 1367 102 2 4478 453 5 5235 1262 3 2 1 906,0
2 898 2092 45 293 9 568 10 212 9 278 14 7105 212 9 4 337 60 52 9 14 1 747 4 1355 40 108 5 2 89 8593 10 126 377 47 5 2 133 2 956 7 2 583 5 2 837 1146 2 311 4915,1
11 14 4 882 482 5 1753 52 10 14 183 9 69 263 12 14 85 16 169 332 94 3073 3919 1044 332 34 3991 1085 3 4 168 85 693 3 22 2 761 112 1 3 2 2802 545 693 19 514 12 24 1 420,1
10 89 212 11 20 15 4 2297 141 146 8 55 169 3 26 201 1059 9 6 27 55 482 18 2 66 7 8863 728 197 107 3396 2 111 261 33 3881 3 6303 7 1 3 2 192 12 6583 3099 7 101 172 17,1
3386 6525 13 13 1220 4381 1 5249 6018 1 5030 2123 2119 1 9312 173 599 1 224 1380 1 13 33 4277 1 13 4761 162 20 3386 6525 7 43 4 997 758 304 36 5392 4 646 1702 3 7 1856 33 4 1153 5 2,0
89 179 89 153 10 260 4266 8277 7 31 113 4 1453 173 3 51 387 15 138 2331 84 2 7265 1434 5 2 1660 17 11 1462 4845 5 4 20 208 139 6 304 1 603 663 11 7 447 2771 13 286 31 34 1,0
1454 362 399 2165 7 2 113 613 119 10 14 2467 7723 5 2 60 147 8004 745 55 497 870 2 426 60 73 10 114 8032 9 68 27 639 158 40 1 1 362 399 2165 745 70 1568 51 3 174 178 72 2 220,1
2 2787 1 8704 11 15 4 243 119 3 417 9 14 4 215 21 4581 592 21 2 1 1988 100 2 415 3 154 1 1 44 10 2107 4935 19 2 315 10 280 11 60 14 4 1765 1957 16 32 2 702 502 295,1
2 62 883 5 1 195 106 2475 6 11 269 7 2 612 1188 2 166 18 37 74 318 6 1087 600 2122 4 325 333 147 11 19 10 109 64 427 9 3 1616 2 1115 1 13 38 49 5 11 269 10 152 118,1
11 7 2 1599 892 58 10 26 120 106 3 10 103 9 7 2 1599 10 78 120 65 44 23 88 1 16 2367 31 2 1416 6385 91 11 7 41 22 121 3606 5 4105 19 10 1112 88 118 241 36 45 106 11,1
587 2 7194 89 2 4993 169 1 32 203 1 1 16 1 8225 7 92 2 419 17 2481 9199 5925 621 16 2 378 1821 5 1 1 6 2 3338 5 2 1699 1 4 3405 1 107 1 189 2 3405 1699 8 1 4378,0
73 10 2309 6 105 96 17 29 5 291 1013 478 48 24 56 1 8 11 20 38 10 68 355 9 62 21 216 1068 3 178 367 326 1 13 417 9 7 158 10 118 11 637 6 2 611 5 83 8 2 460,1
11 18 64 725 70 10 69 55 5325 43 9 31 89 19 2 18 188 124 3 124 17 244 843 13 13 9 7 270 22 17 2 218 3039 308 19 17 143 12 39 34 3670 3158 5 4 53 674 1731 134 1583 3,1
52 10 280 11 18 10 69 56 306 49 9 14 43 3 10 69 109 549 5 9 154 19 10 208 131 10 14 5400 725 2 89 168 224 24 206 2 87 158 5 2 213 18 2 1141 7184 37 2851 7 41 101,1
11 119 2009 6 27 4 429 5 224 5 3061 1 264 1551 751 10 152 527 72 3 10 155 1914 346 22 62 82 10 527 11 119 6 27 5904 33 2 337 418 10 556 260 12 1 78 120 571 6 334 2 1,0
369 70 41 131 12 1 14 525 73 92 16 2 191 543 3 245 792 1053 2 113 2601 191 18 10 26 120 106 12 7 62 224 1 7 55 46 5 87 482 18 5 32 60 23 83 140 117 11 10 198 9,1
10 557 6 39 3366 1923 8 25 124 96 248 17 47 283 25 236 8 5 376 7129 109 45 1674 70 6157 10 89 212 2 20 21 55 1130 6509 8 3 2 2092 8 2 1130 4433 92 2 970 12 8 2 169 3,1
599 1 1 7 4 73 2541 4446 5 2 4062 5 1 9 9381 2 671 5 4 1219 12 7 1 80 2248 12 9 68 56 1126 7651 200 1115 3 613 40 200 2 1 3 2 5916 2 18 6669 2 308 16 30 6550,1
11 18 7 4 144 864 22 41 17 2 1 1897 236 5 2 102 9 7 17 2 536 5 3779 37 2 173 3 32 2 862 11 7 270 29 5 2 246 94 5 32 1 9 7 264 6 260 12 7 2 795,0
29 5 2 87 209 94 6 27 7975 15 8075 1 1 7 4 972 3142 378 5 375 2623 28 1064 9 8 7886 16 1 134 1 3 2717 487 36 978 8 2 20 15 73 2 2518 2684 68 387 27 1156 19 2 727,1
602 2216 4026 3 1 49 324 68 23 952 17 8 4 20 11 7 55 4027 611 29 482 18 120 229 10 14 4 112 254 195 9511 5 9595 4 1236 1073 16 7329 3 34 6276 1 13 2 1558 102 8 650 1095 24,1
10 39 5607 3327 10 39 1 3 10 39 218 94 11 2571 32 291 5 1 10 152 39 11 20 9 41 405 21 101 201 257 2 234 224 14 310 261 8 2 1192 16 47 85 469 2817 621 187 10 451 39 9,0
8 3128 9 207 1287 12 3868 96 410 1743 50 96 1 3 50 148 22 255 9 1 13 1 7 136 4 668 13 1 100 4 214 173 3 1793 748 111 529 134 41 79 25 693 891 4 625 12 769 362 28 480,0
10 82 22 368 135 241 57 429 63 60 40 284 21 2025 1194 39 11 88 75 70 342 10 117 4 50 915 1343 10 293 50 11 7 41 1 13 2 111 7 498 6788 7939 208 118 287 40 1 4 2116 40 137,0
1 40 7852 15 30 1 606 8 2191 3252 16 1148 2398 3424 2800 7648 58 37 4 1902 1076 4 1859 7960 437 365 2245 4889 4485 9076 577 1 24 889 8 2583 34 172 5275 1430 21 34 863 43 1961 37 6407 1 9 1,1
1993 1 547 17 4719 5 462 7 4 1401 1156 965 1 2416 3502 3 656 6060 16 2 2263 1 353 59 6986 37 42 180 1 2 288 5 1496 2723 1869 8 11 1 66 5 4 2486 1 9094 5 42 1015 1 9412 1,1
1 1 1 1401 740 8 34 411 4440 1487 33 2 85 2016 1 68 27 593 3 5243 8 2 411 8897 1361 19 11 352 4451 1110 1229 566 951 6 2 9958 7 3393 15 4 1773 1565 349 52 106 21 2 193 275 21,1
89 88 27 4171 33 55 238 403 55 437 14 378 1 1004 38 10 64 118 1004 2160 3 10 117 8561 94 54 2 158 514 39 1966 13 17 143 83 36 26 84 1 11 20 23 118 36 23 24 23 140 26 121,1
2 18 515 137 39 4 346 1 51 1 357 40 1134 674 2719 4699 24 223 132 2012 24 1866 33 559 3583 19 52 4 559 1704 7 506 29 1 204 555 3 52 28 2271 12 25 636 1 7 81 555 179 75 1667,1
310 66 375 111 475 349 1132 3 4 619 9384 335 16 4 402 1032 31 2 130 49 4 85 335 20 13 13 10 212 11 20 8 1 40 1 31 4 20 1383 3 14 1 33 9 91 10 212 9 176 31 156,1
6330 7807 1180 3841 1 1424 17 330 1 8 4374 19 2 3313 7 21 3 28 175 159 4 9538 1411 28 1 1 1 2344 9856 12 2344 175 93 4 1 1 2663 1874 139 46 6 2838 16 90 2344 290 58 2 2926 19,0
635 23 757 515 15 1 1731 1 7649 1371 1851 2188 7 2508 33 3175 5708 1941 4418 1592 1 6 1551 4 2728 2182 16 5 2192 8 2 145 37 220 4 4 5177 4087 6650 6 220 919 90 926 569 203 73 49 1941 2407,0
10 39 186 11 315 5 1 4681 3 2 2877 315 186 705 4 112 254 411 8 2 66 36 3429 58 6 26 34 8768 16 1 11 7 22 8 2 210 272 3 12 7 55 62 3438 10 261 39 3689 6773 15 1,1
1 2784 8 4 674 521 28 149 377 116 28 354 37 3 86 28 188 48 28 7 5199 6 3425 31 163 3 204 25 202 1750 8 2 521 32 25 7644 24 320 3 1 6 90 35 131 7980 3 1843 52 35 1304,1
10 26 6 371 46 33 597 12 2 1638 3 301 114 4 477 294 17 49 35 880 16 2 422 8 443 613 7 23 69 4 327 173 36 748 38 264 6 27 4121 3 1 28 1040 58 1 58 2 20 37 371,0
11 64 14 4 429 5 1 18 45 4 849 115 2 66 7 1 3 667 53 6091 16 104 1 2 817 7 399 3282 13 13 278 2 18 624 10 748 6 198 9 2 3860 5 2 762 33 980 534 12 9 232,0
6788 7939 1160 236 5158 9881 1160 236 5278 4084 1160 236 291 53 1796 148 711 519 353 2 422 7 36 2136 43 2 115 304 2310 3271 17 25 1 4 1191 5989 3 4 221 36 450 1 4899 3694 6 93 1131 96 41 123,0
44 23 75 2 3019 3450 46 5 3656 1 214 23 78 117 11 18 2 570 7 322 3656 6852 3 5 256 2 1191 1468 298 4 646 170 8 11 18 711 23 2 5325 43 122 747 2 4640 382 11 18 81 2433 2,1
11 18 725 70 9 69 50 3321 3 890 4 3901 9384 756 16 3260 5 1028 218 3 3665 11 18 1157 69 4 167 5 50 1216 3 488 2 115 7 1160 450 49 381 196 103 9 745 55 616 2 213 60 203 58,1
781 617 627 6 2 1205 219 56 98 10 68 198 11 231 77 91 46 5 3 248 23 26 6 65 9 2 111 7 84 19 7 157 39 15 84 15 2 230 61 397 1 154 2 349 1132 3466 1 1 1728 188,0
10 212 11 18 31 2 1 5786 1383 87 5 2 308 575 55 338 495 11 1 19 10 152 9 412 4084 1 7491 1 846 5316 2951 8996 2 739 4254 1 3 2199 1094 89 3413 547 394 1 2 173 7 2246 1 852,0
278 176 982 966 6 93 4 2576 18 61 442 7733 30 961 43 2 62 150 1090 16 11 3 2 210 6525 2235 7 2 1280 2 87 8153 3993 24 2 102 6278 123 22 26 42 272 1145 45 76 4509 37 4 110 6,0
4 477 915 985 2 1975 5 143 36 6886 2 4303 2053 1028 4 8063 9 45 4 85 180 36 198 940 4742 1 16 343 37 2 626 1093 66 980 453 37 5972 0 0 0 0 0 0 0 0 0 0 0 0 0,1
11 7 2 246 18 10 26 106 229 10 118 36 506 70 16 1 1 13 13 100 147 11 18 10 68 5630 23 12 157 19 5059 3 1465 1 23 140 23 1976 6 139 65 11 1301 1604 3113 10 318 6 27 4,0
2316 4139 2 1 7 22 2786 1 24 21 2 2316 3 2 2316 24 619 3521 191 1 4139 2 1 7 53 359 1089 684 775 10 222 53 7574 43 2 786 7 2316 4139 2 1 1 1 3 1 1 24 327 490 786,0
6 648 1 1 4 1158 1225 352 7 637 51 6 30 770 1269 30 1 1184 6 1 21 2 6241 17 7300 1645 3 2 1227 5 148 36 57 305 340 8 686 15 1586 1 1771 3969 1 1351 3 1 1 13 2 18,0
