sequence,label
5601 3678 4 151 172 1 671 16 25 766 3 1045 5326 79 5 284 1166 28 7 918 6 26 25 202 333,1
11 7 22 191 15 2 89 170 14 11 7 2598 724 3 2015 732 39 8 38 104 2282 2 218 515 203,0
39 9571 8 2 2759 1023 254 45 4 3850 5 108 391 3 4 254 8 1023 254 4368 1 1182 7 2 731,0
10 117 11 18 10 280 9 127 3 127 52 10 1477 9 37 1 69 4 167 5 2230 3 1169 17 70,1
11 14 4 64 320 828 10 14 58 538 234 316 3 395 749 2409 22 64 520 1482 10 666 21 55 243,1
10 434 12 11 18 69 4 167 5 518 3 208 26 76 4 5644 5 117 17 9760 1 2 3737 148 3961,1
29 5 2 179 43 2 20 12 1 55 518 5555 14 12 2270 2007 5893 14 4 646 170 5 2 129 10,1
11 7 29 5 2 1 96 5 2 1 215 637 6 30 53 1644 1562 3 2 228 12 1 298 8 2,1
983 381 10 5402 6 648 11 4665 1329 17 4 18 4 5004 5 416 127 2230 10 88 184 6 198 416 4,0
11 119 233 466 1271 6 297 2663 123 49 59 474 59 149 952 17 8810 3 59 149 8921 11 7 4 2721,1
7 11 2 166 2507 1 1 36 510 2 2814 1 1 5 4614 1429 749 3750 3 4614 2 166 2507 1 1,0
1174 1755 1320 298 34 1 1514 36 2368 392 2 1141 242 6 3743 828 49 239 5 1 1514 7 1966 13 87,1
11 20 45 22 568 4831 1308 8 2 2351 5 20 5108 3 30 4 2446 864 30 1834 906 1270 140 26 1,1
58 6 11 220 3560 2759 14 2 18 10 253 2 246 8 479 9 45 76 1 33 11 2577 46 5 6096,0
10 64 88 368 32 128 1175 4239 782 11 18 7 2 246 18 195 120 106 3 141 22 258 6 27 1,0
11 537 1556 181 72 5424 5360 2 78 6 644 3 1 3 2 1 4075 12 1 12 2693 33 4403 108 4456,1
10 14 53 2048 43 11 20 9 14 1 6 285 31 4 2204 20 1383 3 14 7264 6 27 53 7208 6,0
10 222 4 328 5 2 6888 3 10 117 1309 4683 38 52 11 119 89 354 46 10 801 6 198 9 4,0
10 377 52 35 92 4 193 744 43 11 52 9 14 540 46 35 1164 3001 165 1355 21 8882 243 3 297,0
599 6615 3057 3 1 1567 182 21 1140 1237 2277 171 16 4 1902 5 1156 1641 43 5839 754 824 2160 2 365,0
11 7 2 66 5 108 391 36 253 4 928 5 8504 2782 1392 11 451 1060 31 2 60 9402 12 48 24,0
9 149 182 201 6 65 135 2860 403 4246 415 152 93 9 1480 2 2302 1 2 243 1853 18 149 75 501,0
10 222 4 620 304 8459 328 10 26 4 1010 1478 5 25 214 21 1 10 212 11 1235 307 52 9 14,1
10 89 212 11 18 52 10 14 53 112 10 14 1534 8 38 9 14 189 2 607 52 169 2235 67 193,1
4 593 2059 3 29 4005 18 50 1012 16 2300 396 348 66 360 3 1 453 37 454 1 2 3744 3 717,0
6824 694 1522 8 1 1 507 679 34 7676 117 2984 3 2039 9 6 1 80 218 42 1 117 122 3150 1101,0
1 905 2448 7 2 1694 5 4 1 1249 36 489 6 1 29 5 25 83 62 6 26 4 518 1296 303,1
781 11 45 76 4 1819 229 10 14 2427 10 88 105 9 2550 217 4 329 1611 19 11 7 22 4 18,1
73 44 23 24 1 194 6 26 427 8192 1913 91 23 78 39 11 2306 704 13 44 121 339 7 15 1,1
450 30 209 865 9308 7 177 2059 16 4 1 230 3 1 910 9 99 26 76 1 302 9 9811 323 16,0
87 169 3 169 2452 2452 1865 1803 96 1096 6463 15 94 605 48 24 4 168 1 513 842 19 2 115 7,1
452 3268 49 68 10 131 43 336 501 357 10 14 64 672 8 9 10 14 1 1851 2188 18 619 73 75,0
44 48 7 136 4 150 15 299 191 11 20 7 29 5 2 113 8 11 548 9 7 4 191 18 61,1
135 452 135 114 10 120 429 55 60 147 11 20 9 14 341 6 70 21 408 33 4 444 3 10 199,0
49 34 420 18 5924 3 6311 1094 24 8 2 2915 5924 45 6 5566 145 5683 8 3098 4720 132 1094 208 27,1
3 10 222 4 3829 7248 7538 10 57 1007 6 65 3 815 42 326 2 1 1573 272 61 17 32 10 118,1
662 18 7 136 4 1 30 264 6 262 9 8 631 9 160 94 39 1 87 455 161 39 893 848 617,0
1910 4 6261 841 1004 2035 9452 182 21 2 1 1792 17 3930 777 7324 2 87 1642 445 2364 1213 1 3 2,0
15 4 2193 10 222 1147 3 1330 5 107 927 8 94 3 21 243 15 4 639 393 1396 1 200 1491 3,1
2752 5987 2223 1 145 251 3302 2 8591 5 2 1 5640 6025 145 21 1402 28 7 4814 6 2 559 1117 116,1
443 8331 4078 46 5 8 1 2706 5 1 60 7 5 2 2276 5 2 29 12 2639 60 40 38 195 549,0
9 7 380 21 6359 203 146 19 7 164 6 27 598 15 4 18 471 291 40 45 76 598 17 976 3537,0
257 35 1074 16 63 6331 21 7 22 1029 4124 1766 9 7 4 53 420 915 22 62 7 3327 2 402 5202,1
2 756 5 2 3287 5 1 7 1258 1 6 30 107 539 8 1984 3 251 291 2783 3 1326 609 1 6599,1
10 377 312 11 20 52 10 14 43 29 5 55 325 69 9 31 2 60 9 14 41 4 20 15 10,0
10 41 212 11 18 2 77 268 52 10 1477 9 3 10 199 11 14 164 6 27 41 156 18 16 4,1
286 8 3 776 4 327 803 824 507 8 2 4365 5 3684 2868 30 4 66 5 2766 2 4006 196 27 177,1
10 212 11 269 8 55 325 333 3 199 12 11 14 4 4937 218 18 16 47 1 53 1 8 9 889,0
100 32 128 151 10 222 7593 15 6 135 2365 1874 1195 4179 207 4 5014 403 40 4 5037 821 1671 340 59,1
3268 18 9220 13 8 2 753 52 258 6 988 4 288 5 1 9 232 27 113 6 26 121 657 502 302,0
4 183 134 979 3254 6 27 1015 7 2 1369 5 4 4358 1702 3 1406 15 4 945 5 25 1 25 365,0
10 212 11 1 52 9 89 3141 3 424 1 1831 158 6 65 86 237 83 78 139 17 1 81 158 6,1
4 826 36 7 258 6 588 2 2825 1042 5 1 7 1 4634 21 4468 37 2 1336 16 8804 960 25 449,0
1426 10 424 11 18 9 7 43 1210 122 8 4 383 1940 43 8442 3 3906 117 3 6353 85 9 7 43,1
1 1 1 7 64 4 1319 18 10 26 106 2 89 170 5 1 3 9 14 64 50 19 11 29 64,0
1 4278 755 478 30 2549 50 3 10 486 9 19 30 38 1202 6130 12 9 57 27 1 6 648 9 732,0
195 205 495 4953 1 2274 5 2 2143 2083 15 28 205 123 4 53 50 294 19 8 11 18 2 29 36,1
11 7 29 5 143 94 10 280 3 3511 135 114 10 105 9 49 114 10 159 38 209 43 9 107 4,0
11 7 29 5 2 87 1973 4843 94 195 120 69 2 6626 6 810 142 165 60 9 624 6 161 39 9,0
10 581 6 65 11 18 1482 40 51 3 253 9 73 92 2880 69 1 1040 3 2 2945 1107 311 14 43,1
1835 3141 15 34 4253 18 5 2 1355 11 2265 108 183 1277 640 1130 1461 36 24 1 80 4 1201 1224 8,0
9049 7 568 49 4 518 6489 20 140 27 2 66 7 43 4 1332 1759 2286 5976 247 33 1592 4158 3 25,1
1946 2480 136 15 11 205 1035 2 166 2978 1360 1 1 6660 189 6 1 2 308 744 62 8 193 5270 136,0
89 5 32 10 41 2925 131 12 141 4 53 193 1 328 10 117 2 2259 3 2 7672 563 81 2 89,0
8 4 98 11 7 2 1555 1 45 76 803 931 32 25 122 2 360 200 1930 965 3 962 8768 1 7,0
141 8343 2 305 782 26 666 7482 877 32 2 1175 1 10 14 1860 6 2963 12 55 1596 5 94 3 122,0
4 238 16 1351 2635 9834 1 1522 3404 1 7196 329 172 1 1 1 3 43 329 172 1 1 5272 807 6,0
2167 3 1 45 5769 2805 3 1 5670 8 206 165 129 3 44 23 184 51 37 4 18 317 107 1202 1,1
1 6 5333 7603 17 255 11 18 3 1460 42 1 509 11 609 798 3 258 6 93 4 85 20 7603 7,0
11 7 233 6433 1 18 31 225 2 1 8 61 28 69 4 1220 228 30 41 916 84 2 785 7 261,0
141 725 12 2 1812 1421 76 92 248 200 339 5 8541 3 2 686 1988 2 373 853 61 2097 4 168 151,0
11 20 14 4 2444 3 8374 1 145 8 9 14 447 21 4 663 61 14 305 666 80 4 1 1 21,0
4 477 236 33 1 1 3 4 4228 29 33 1 1 1 11 1 812 5 4526 1960 3 9741 8 2137 2,1
257 59 7 112 606 635 7857 8755 14 29 5 2 87 1041 412 5 2 169 4 178 2297 16 4 1 1601,1
9 181 6 27 4 1090 150 8 2 169 6 285 16 5533 47 1820 6 82 38 16 85 658 1 1 149,0
251 76 894 33 55 462 6 105 11 31 225 217 17 244 5 2 234 1 10 227 8007 1 6 1304 5176,0
40 51 4918 38 84 12 23 24 164 6 26 2 60 5 121 122 1051 121 2332 125 52 23 105 9 578,0
73 9 7 1267 363 1 12 23 68 65 540 4 3846 125 30 722 8 524 19 41 452 38 717 10 208,0
89 10 208 5061 12 4 2783 2304 7 55 482 272 38 5 256 10 26 47 6885 436 97 571 31 9900 9,0
11 78 27 113 606 17 2 1 12 14 8656 52 1918 8335 14 398 1 13 812 5 5215 3 1 7 4,0
478 17 2663 7599 11 119 149 6571 42 31 1 110 207 54 2353 1594 3 30 22 4 854 116 23 103 452,0
11 969 5 2 1 1 2 272 45 47 53 50 524 6 1 9 3 47 477 353 33 47 477 148 187,0
241 852 280 4 168 2579 18 2302 94 651 12 115 3190 7 2 89 150 12 204 1 125 2 3781 2260 38,0
10 14 1 8 33 2 193 1280 2022 7072 3353 1073 1 3115 3095 3 2 192 12 9 14 34 1722 20 3628,0
711 1054 116 30 637 62 2 6307 1284 3 683 1685 97 1 1 13 11 7 4111 2 4773 220 8 8789 1,0
2 2826 698 4381 1 2784 8 2 1176 5 2 9439 9409 5 1 1941 3082 1 3 709 25 3171 4308 3 1,0
5092 2 2184 330 386 1 6 2 87 1105 3107 8 20 3 40 686 479 1938 6 2 2979 5 4 843 418,1
11 7 34 420 2257 1168 18 9 14 439 33 2249 1 36 81 1064 100 600 1532 1 310 2257 20 2 20,1
11 7 4 3529 112 835 461 61 6862 4 167 80 30 843 615 60 9 45 32 2 203 3772 4 813 3588,1
16 32 5 2 96 5 1 16 2 673 1 9 64 60 17 156 1 2232 2 183 3023 7 156 6532 6,1
11 18 992 6 1393 231 162 6 4 548 12 45 1 592 2 1857 2701 117 66 1 33 2 2406 3469 837,0
11 18 45 793 9678 1 6671 3 381 30 4 2166 5070 18 3 2713 15 4 2506 43 2624 9 7 267 147,0
4 329 100 2 770 5 2 841 333 5 3800 2183 598 156 775 8373 116 32 63 821 110 57 1 278 176,1
10 199 11 18 14 498 10 14 1089 3 69 6 334 32 2 1368 1152 10 26 6 22 2124 31 2 275,0
10 26 106 87 5 2 2405 702 406 2 1380 2642 16 1 4715 4838 61 7 442 1 13 10 26 106 11,1
84 18 84 139 892 8 4 9417 4071 9086 399 140 64 1234 6 469 4378 216 6653 30 94 39 11 12 93,0
10 103 55 2439 5139 9 58 10 253 9 4056 3 359 10 81 212 2 279 4 3846 4 98 297 7 1,0
1833 3010 40 1357 436 1124 1220 1 5670 998 1 2715 1 4034 8136 4485 1 1 1094 1 1 1 3215 1 599,1
10 260 9 45 76 127 151 229 10 212 11 215 248 1709 5 9 1421 6900 4 226 11 57 27 4 1247,1
55 4380 8734 5333 7603 14 4 330 394 9053 3 1 36 1 16 1 4502 7457 6 7185 42 708 1 208 3957,1
10 109 199 10 65 4 18 419 71 2611 1 7 821 19 11 354 178 546 15 2676 387 464 2 759 9,0
134 11 7 4 264 269 6 211 33 10 99 62 159 9 21 4957 4 1876 1 3 9 14 1 13 14,1
8722 71 97 191 18 120 92 79 317 8 5128 5 11 565 4576 61 93 9 51 8722 71 147 77 83 398,0
248 156 2121 3 4170 8 2 401 6 909 331 2457 11 858 571 31 4 216 45 157 6 355 9 278 176,0
2 1284 24 3232 3 2 2038 1 1302 7 249 6 633 19 48 7 34 1321 6 11 66 4 384 1321 43,0
44 23 26 22 549 5 11 20 9 1077 108 1 1 37 4 8658 1224 8 2614 6 951 116 35 2428 531,1
10 26 549 12 1 14 1056 6 1 17 2 569 192 35 186 4495 21 274 102 2305 37 1 1709 1872 73,0
2 1 7 286 8 4 383 1 507 471 1 21 2 3808 5 2162 15 2 1 1863 9 39 2 337 540,0
11 20 992 21 104 104 2142 2 230 7 2 89 4243 3 15 10 368 9 44 2 230 4679 219 157 12,0
116 82 10 371 82 10 131 86 85 2 656 7 82 10 2557 736 133 61 119 2 688 3779 82 10 370,1
1604 1 7 2 6753 2133 5 1 1 1 4 663 12 14 262 21 2 275 1482 1 3 2 1 29 5,1
105 46 11 7 22 4 3108 46 216 39 296 3719 40 23 118 2 1354 5 2 162 1 11 7 4 1097,1
10 431 37 25 2128 21 5505 1671 8590 3979 1 68 65 3 68 358 11 20 15 1 1653 3 3215 1 26,1
11 18 45 188 6 139 185 8 2 479 5 84 94 15 2 246 29 195 120 106 9 282 54 4 84,0
23 196 131 6 638 1754 2813 15 4208 68 12 163 7 9 596 181 39 34 372 1113 6 70 19 385 10,0
11 20 14 38 84 9 891 722 44 23 184 6 65 4 1847 1293 180 1162 6 82 34 218 20 11 7,0
10 222 205 1398 52 4 173 3 11 409 1 290 4 404 5 3960 3142 3 160 9 211 1134 245 5302 3142,1
11 18 233 69 47 1055 17 137 55 1 7 86 128 1202 1 2081 1362 374 255 9 6 2145 30 15 44,0
11 18 45 6 27 106 17 2 214 61 7 155 4 375 1 4022 33 1 1 504 2 210 715 7 22,1
156 85 676 37 4052 1775 607 10 427 11 94 66 43 4 3850 5 325 36 24 3137 31 4 383 5058 12,1
9075 7 22 387 561 15 29 5 2 85 1 19 10 57 1215 262 9 8 55 399 44 22 2 399 9,1
30 830 6 1162 36 40 49 7 2 2349 308 17 11 20 1 1 3478 69 2 585 6 4168 2 671 5,0
11 20 7 1877 84 1592 4158 7 4 64 85 301 28 3132 8 981 1 296 907 626 3324 564 19 11 7,0
60 45 22 76 239 6 11 20 37 2 4369 467 5 438 37 1212 2 115 45 4 2301 1483 17 4 1,0
2 113 5 217 7 29 5 2 85 1 5 32 60 2 3509 123 22 7317 121 4778 2 943 7 5823 2,1
11 18 14 1 92 70 448 9 93 4 1 3 87 5 32 9 45 681 1637 8 9 11 18 140 27,1
2 1245 14 735 3 1 19 423 2 20 109 1014 55 616 133 434 1070 3 2976 1 3486 4124 1479 69 4,0
540 31 2 130 5 2 6332 5 2 2183 1683 191 96 3 154 2 1775 607 5 914 96 333 5 2574 7,1
4383 10 405 6 2 1 1 1 2408 12 265 6 507 10 64 26 56 616 8 136 179 19 10 405 17,1
10 199 10 232 27 672 800 11 20 176 100 38 104 151 21 2 3789 10 14 51 1398 146 71 8 55,1
737 1 102 16 362 6 56 943 1 353 33 83 36 438 39 481 313 877 414 3 2943 307 281 4334 6,0
10 280 11 20 79 10 1692 12 9 69 1 1 8 2 180 10 26 201 69 4 2706 43 42 12 59,0
11 7 29 5 3368 113 353 2 426 180 7 1311 15 7 1532 1 1 3908 453 2 2744 5244 3 1 5,1
10 222 1693 4 3979 913 328 9 290 47 60 6 64 75 80 25 1 19 278 23 65 2 735 727 3,0
74 24 22 8 2 3121 812 5 2 1250 4312 74 196 5061 2 853 5 49 74 65 197 107 359 5061 12,0
4 718 5 332 286 58 4 1686 6 26 34 1 191 18 7738 187 15 2 316 271 21 219 1783 729 95,0
41 69 6 924 12 29 1 19 9 64 7 10 117 2 2301 548 3 11 7 2 4640 2859 195 106 8,0
10 1 106 2 5368 40 97 315 17 12 511 5 941 401 16 2054 3242 2147 10 1014 9 21 6309 49 4,1
984 6 27 47 425 5 4 1081 1528 43 2 98 12 250 459 67 7983 46 5 1152 8 2 169 11 18,1
10 326 2 272 4 201 60 145 3 88 3775 377 2 115 19 82 377 12 10 495 9 229 141 347 1147,0
195 280 4 611 5 1 1 3 3594 1 1432 94 4664 3 26 253 4 167 6 39 43 1730 13 11 1,0
10 1756 4 150 23 26 6 182 11 20 39 4 158 834 216 44 23 88 184 6 27 672 2 96 722,1
55 338 1914 6232 17 250 238 6 6004 2 1 5 11 18 37 42 9984 17 962 10 62 2628 2 1836 5,0
11 6697 3 2 795 29 51 60 56 1190 3 2 4434 1610 2100 1 39 88 2911 2 3066 2473 2 958 135,0
49 45 4000 120 223 6 20 1 12 35 2608 6 4038 2 675 8 136 4 1 98 11 18 779 39 4,0
11 387 1 18 7 4 208 17 456 5 4277 7542 2365 3099 1752 1 40 363 2974 77 897 26 4115 21 2,1
10 69 6 924 4 710 17 11 18 447 21 2 514 12 24 597 1963 3181 567 218 85 668 13 128 83,0
11 208 70 29 5 2 246 290 21 1827 120 4187 33 331 86 68 29 473 136 4 6006 798 80 4 442,0
10 212 2 18 8 1 15 2 2653 20 5 1 20 1383 10 152 118 231 43 9 19 203 146 141 1133,1
15 4 1 10 159 2 306 5 6585 1 8 60 3 751 6 951 442 1 222 245 11 149 7073 6 1,0
2440 532 7481 7 359 68 757 11 18 7 1 10 54 1 4 3840 52 1 1074 10 88 1442 72 11 20,1
478 1118 88 118 52 6 551 73 194 618 40 24 80 1 6 2 220 12 165 1 5 1194 12 363 1,0
52 23 24 8 4 7032 40 4068 1318 139 105 11 20 9 259 4 167 5 907 3 1784 8 4 53 569,1
11 20 14 4 2891 92 191 20 37 2 538 169 30 22 12 50 19 64 22 38 84 361 48 7 948,0
10 88 184 6 2790 297 33 1 49 45 458 76 293 19 11 7 29 5 2 113 215 120 9 14 4,1
11 20 7 1416 1807 44 23 712 106 9 82 1 1 1 303 278 176 11 20 1617 70 6 1 8641 15,1
10 88 118 44 30 1211 17 70 6 710 11 141 22 4 328 5 2390 543 195 109 2686 2 18 1378 255,1
11 7 29 5 143 96 116 9 7 750 6 65 86 47 83 554 39 9 55 338 45 109 106 9 3,1
4 161 31 291 1 36 24 98 501 63 2313 146 35 161 145 21 63 1 16 9801 3 1 63 1000 1,1
1 8603 160 1 1075 3 5919 9697 68 1 528 16 4 8970 38 49 4 1983 6 1780 63 1890 990 21 11,0
623 10 395 159 231 12 1 4 7180 376 199 8 11 18 17 47 283 2 786 801 6 26 4 718 5,0
86 68 11 18 26 4 11 18 14 4 404 5 1 1377 89 2 148 67 64 84 10 384 4341 1373 14,0
29 5 2 87 2375 764 5 4 1 20 7 12 2 1 2028 2 4144 1 3 2 1 3444 102 24 2018,1
2 166 5948 10 26 16 2 676 315 5 5385 1 8719 1326 6 2464 302 5 2 1 493 8 2 1 834,0
53 73 223 111 3 910 11 7 4 1857 200 2 234 1754 3 3562 29 1010 923 17 11 349 7 12 9,1
2 1 8 11 18 7 29 384 1 3 28 181 6 358 49 28 7 398 12 7 49 10 470 160 90,1
11 18 7 34 594 2581 5 4326 2560 1220 4505 7420 23 9860 9 6 638 6 8692 4 351 5 600 3 105,0
8 2 328 577 942 5717 298 1 1 40 7 9 6761 1 40 5249 1 40 1941 1 23 65 2 422 16,0
11 7 34 209 309 473 17 4809 1 108 1 7 4 5317 843 20 37 1 12 876 1 3 7 43 108,0
38 9 45 211 6 11 8 2 1 970 21 11 499 1783 532 1 7 34 1 134 64 11 7 4 221,0
11 2194 215 7 310 10 222 56 1 19 11 215 392 2 113 1221 5478 5 3919 10 26 120 106 2 1521,1
10 103 12 11 20 7 29 5 2 1599 96 10 26 120 106 10 103 5426 3095 7 602 3 2 1238 200,1
10 358 32 2 2274 5 11 66 19 11 29 7 55 32 60 482 760 1 392 4 1122 6 2 8518 110,1
10 14 53 2243 52 6888 1153 89 354 21 1 10 199 12 9 196 692 47 51 209 8659 2018 2 349 1068,0
9 7 1078 417 287 154 70 1064 12 9 14 4 60 3047 6 2128 3 105 11 20 9 7 88 82 38,0
737 717 3 2533 66 5 4 134 1 33 4 7575 2230 1 36 271 21 566 2 675 41 6 159 25 6952,0
10 163 31 2 408 1141 12 1 11 408 8 1 3 10 208 1 140 26 109 76 92 10 54 118 47,0
4 372 18 15 297 45 293 49 92 70 448 14 2 2087 1227 33 1094 1 711 34 1379 6 29 5 2,0
2 5938 18 6480 9736 1 725 70 6 27 2 246 18 10 26 106 6 11 1269 10 152 103 12 9 14,0
11 20 7 22 3603 5 1427 3 81 259 4 226 5 4936 19 1161 11 774 7 101 5882 3 101 1985 1,0
787 147 4 7150 119 116 2 1 1 21 165 7150 201 194 17 23 6 322 1 9 291 217 127 146 787,0
9 523 171 4 351 5 702 6 75 80 443 2381 15 4 66 3 4 215 229 74 67 1 37 2 7569,1
1 7 2 239 5 552 29 9143 34 426 2579 6 763 1 1 3471 15 29 5 2 246 20 688 5 32,0
10 14 266 959 6 11 18 10 39 1168 1243 3463 10 39 389 1334 1952 218 3 4 85 438 1323 3 10,0
3353 7 4669 6 2565 1 1967 17 4204 52 3353 204 48 28 679 46 12 1 45 2952 42 3353 208 562 2,1
12 7 49 11 18 7 50 553 2 307 281 2725 8 11 18 9 7 830 17 231 6 2725 51 71 11,0
587 38 11 7 4 588 2361 125 5 2 89 4260 544 187 10 103 48 68 109 27 101 104 94 39 2,1
10 126 175 1672 49 6 227 52 10 1914 11 33 2 1 2076 136 4 1287 18 38 112 2928 3 606 7,1
617 401 9 44 23 1477 4 1 795 5 4 1531 169 1520 3 827 9 6 27 124 71 2 3483 91 23,0
787 34 1 969 5 2 1 514 16 4 319 1899 3 4 487 1899 3834 6 244 77 286 2 66 21 47,0
154 2996 3380 891 2 4336 336 5 2 4027 790 216 730 28 1 483 4079 6 1 1493 2805 8 4 215 5,0
10 1 58 11 407 33 1702 16 2 1 1 1478 5 1022 1 94 19 11 18 45 4 320 9724 5 1,1
4 965 6 27 4223 8 2 1150 3 109 1 13 4 352 8 60 313 4 208 6692 13 4 1160 2548 53,1
6 648 4 20 43 4 6219 1309 634 1167 37 643 2 2580 858 3 4974 57 27 101 1 19 11 138 7,0
156 1609 6 408 18 37 982 12 7 1893 402 17 2 332 2 422 16 1 162 7356 10 159 7 12 263,0
49 68 10 131 2 112 544 901 45 205 69 85 1 17 2 1 5282 1256 1683 3 4 1 1 465 1085,1
11 14 34 310 170 418 257 10 69 109 76 106 2 1001 514 10 109 199 2 826 57 139 58 436 231,1
10 199 11 18 14 164 6 27 50 9 390 282 450 2 9954 465 148 10 196 26 1394 278 3 10 109,0
11 7 4 178 50 755 31 4 2741 644 4407 8 2525 2501 12 14 510 33 578 4718 3 412 1148 4245 698,1
8 2 20 1 74 65 2 1423 509 2 9393 6975 8 2 1 479 100 9 7 1 37 2 1 3 74,1
10 212 11 52 9 9234 3 41 1 9 21 1 176 11 7 4 85 980 5 2 104 596 563 43 2,1
423 11 7 420 3 1060 20 88 350 6 93 288 5 9 48 24 51 1475 8 2 66 71 4 1209 99,1
11 7 29 5 2 87 348 96 195 120 106 2 291 274 180 1057 41 152 292 6 7228 73 1 1 110,0
86 45 11 404 5 642 2553 21 243 11 201 30 372 9 160 70 184 6 1213 287 30 38 1197 12 9,0
195 106 32 146 10 41 175 260 86 84 1 7 22 8 1812 6 2 381 19 313 21 30 202 3745 40,0
4 53 2416 1 1083 5 4 170 5 190 311 479 12 87 5 171 8 2 171 1 56 306 120 4363 10,1
10 14 22 1009 72 37 11 18 10 14 341 4 3831 17 34 4848 2818 10 69 41 1861 125 5 163 9,1
1 1 1 7 313 4 375 20 2667 1 1 45 1061 4 66 983 97 77 3 180 9 16 136 4515 477,1
44 23 344 4 2244 15 6 695 1 7 519 40 22 161 6 30 340 4157 6970 36 5654 6 9 8 34,0
1460 2 8989 150 1144 11 14 2 113 659 195 106 6541 1 33 4077 3 6647 4 208 65 2 2493 3 1,1
587 270 4 329 172 39 70 14 4 112 6 172 17 11 18 30 43 11 1 4790 36 459 8 4 5897,0
369 70 75 11 1 13 1 2894 7584 2050 4 2286 21 2 7106 2260 132 1 4 1 37 42 401 3 667,0
2 3166 3955 14 29 5 55 1614 1748 3 10 109 1019 4 585 6 1290 25 2341 21 2172 1873 5517 300 2,1
2 269 17 1 1 1967 5 565 7 53 1060 174 79 524 5 2 20 24 8 680 16 2187 3 2 364,1
11 99 27 29 5 2 419 94 195 120 106 10 88 65 86 99 11 120 27 1971 15 4 191 18 40,0
55 553 1653 1 45 92 4 167 5 833 102 8 25 622 11 7 29 5 25 375 111 2718 17 70 11,1
11 14 41 34 373 18 195 280 9 278 52 10 14 7596 10 222 146 3 10 88 103 10 78 120 799,0
10 1154 11 269 17 31 8283 100 312 9 10 232 41 975 6 2 1141 3 350 6 75 55 284 145 2,0
30 41 2666 8 30 1 23 64 208 65 572 13 5562 21 121 2276 5158 6312 7 361 2 1 40 2 422,0
11 18 7 22 4 969 5 441 32 12 13 13 116 7 2 1 5 2 296 18 11 14 233 2 246,0
52 11 119 89 354 6 982 10 117 9 624 147 32 2 60 9 938 891 29 5 55 482 982 259 120,0
246 18 5 32 60 1426 1 146 23 556 27 1 13 270 30 32 43 49 23 527 4 18 6 82 6,1
11 20 7 345 4 723 1329 17 20 255 2 1562 7 327 2 386 208 26 76 1 469 3 2 111 7,0
376 5705 1 903 1754 4049 3293 412 8 11 737 8555 218 18 15 6168 1 4 1624 1 9539 36 4176 189 8,0
10 57 355 11 15 2 87 1105 571 38 237 6 93 4 18 21 2995 1 311 3 9 7 53 1100 3,1
141 4 620 328 5 6499 1 424 5159 3 36 152 39 1 37 2 1523 23 458 118 12 1 110 78 75,0
15 4 544 10 424 1209 817 257 9 14 525 1689 3 2 1 67 206 2848 11 18 15 10 1733 8 4933,1
132 147 11 18 23 1343 203 242 2 872 764 5 4 1267 243 18 153 142 46 2 430 2 115 1253 44,0
2 5819 5 701 2512 14 1 1 1 89 314 31 2370 5250 8 4 9377 622 5 41 3707 151 28 1242 6,1
10 1154 11 269 197 97 898 2874 19 2 1280 5 304 5291 1 8361 8392 1195 3 1 1 21 30 1023 10,0
4145 1153 208 1050 2660 2 87 1986 3 1946 96 5 32 60 2 115 7 4 569 29 1076 4 183 134 3146,0
11 7 4 85 18 17 32 6456 1 456 11 18 45 4 85 180 5 183 148 4 516 5 2254 1162 6,1
3366 7770 7 605 287 603 94 10 64 39 54 1 1 1409 39 2574 357 3 1818 9 3 1 3798 38 2,0
114 1 3 1 93 11 18 9 7 41 12 84 345 34 4478 3 4926 1083 5 84 1724 50 8 2 4556,0
11 18 69 47 85 148 8 9 478 35 69 1531 86 6 492 10 14 1339 2 18 57 75 124 15 9,0
385 29 5 2 113 94 120 92 1 3 1 1643 1180 833 3 2 311 1317 4 7215 21 63 584 1643 15,1
11 14 29 5 2 1119 1240 5 642 10 26 120 69 6 105 10 384 623 86 57 1669 324 227 44 35,0
447 21 2 663 33 517 1 2 4709 5 1 7 43 2 183 526 5 4 3106 2301 36 2273 25 234 1571,0
618 8 2 443 7 4973 1 2032 8 2 4582 6 363 100 333 5 2 1 3052 8 2 8073 13 44 231,0
146 10 39 2 3128 96 3 141 53 1133 35 26 979 5847 960 8 2 2151 187 1 1 2184 774 7 4,0
196 2940 1203 19 5 256 9 123 22 511 13 13 1 1 7 29 1401 5943 5 2383 1075 2 995 453 7,1
2 3625 45 76 1613 4 3326 217 7 2 5819 5 5451 1 10 103 9 7 207 9 4926 6 205 220 46,0
2 190 7 4527 1 3289 3 4 1491 1907 7 1390 6 2 2724 6 1 1 33 6109 4 2057 80 30 8919,0
11 18 7 43 4 516 5 367 385 22 5 2 4098 1 36 24 5431 6 4 383 7823 6 182 127 4,0
11 7 2 239 5 18 1962 68 82 8 30 1665 3 174 1169 9 15 4 6571 79 5 2 960 5 53,1
241 36 45 120 1 6642 9904 1184 6 285 216 344 62 161 6 2 1 5 1377 1 587 38 441 4 6255,1
2 18 624 125 584 1 619 2931 7690 15 34 5576 559 1704 16 1936 8100 1 5158 9881 37 2 3805 838 3170,0
11 7 2 113 2716 20 120 92 9 1935 51 91 49 9 188 31 2 3508 2010 17 179 39 30 570 547,1
1 33 517 1903 7 4 144 1217 20 17 2 213 7042 13 154 2 144 66 5 2 18 515 74 75 4,1
